state,district,location,latitude,longitude,date,groundwater_level_m_bgl,measurement
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.94028,75.58889,1998-05-01,4.66,pre
Punjab,Ludhiana,Sidhwan Bet Lilan,30.875,75.47917,1998-05-01,9.6,pre
Punjab,Ludhiana,Sidhwan Bet Sidhwan Bet,30.9375,75.4625,1998-05-01,3.29,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,1998-05-01,9.79,pre
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,1998-05-01,8.11,pre
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,1998-05-01,11.02,pre
Punjab,Ludhiana,Sidhwan Bet Sidhwan Bet,30.9375,75.4625,1999-01-01,2.0,jan
Punjab,Ludhiana,Pakhowal Raikot,30.65556,75.6,1999-01-01,13.7,jan
Punjab,Ludhiana,Pakhowal Mansuran,30.80833,75.75833,1999-01-01,9.5,jan
Punjab,Ludhiana,Pakhowal Gujjarwal,30.74167,75.74167,1999-01-01,9.4,jan
Punjab,Ludhiana,Maloud Sahaora,30.65306,76.00778,1999-01-01,8.3,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,1999-01-01,8.3,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,1999-01-01,7.8,jan
Punjab,Ludhiana,Machhiwara Machhiwara,30.9125,76.20417,1999-01-01,7.8,jan
Punjab,Ludhiana,Machhiwara Jodhwal,30.96611,76.20583,1999-01-01,1.7,jan
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,1999-01-01,12.3,jan
Punjab,Ludhiana,Ludhiana-2 Pratapgarh,30.88889,76.06806,1999-01-01,6.3,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,1999-01-01,7.6,jan
Punjab,Ludhiana,Pakhowal Kalak,30.71667,75.78472,1999-01-01,9.1,jan
Punjab,Ludhiana,Ludhiana City Mudian Kalan,30.8875,75.925,1999-01-01,13.1,jan
Punjab,Ludhiana,Ludhiana-1 Badowal,30.8625,75.75,1999-01-01,10.8,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,1999-01-01,8.6,jan
Punjab,Ludhiana,Raikot Kamalpur,30.70833,75.525,1999-01-01,12.3,jan
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.94028,75.58889,1999-01-01,4.0,jan
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,1999-01-01,11.7,jan
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,1999-01-01,7.0,jan
Punjab,Ludhiana,Jagraon Chowkiman,30.82083,75.60694,1999-01-01,8.1,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,1999-01-01,9.2,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,1999-01-01,16.0,jan
Punjab,Ludhiana,Dehlon Dehlon,30.75417,75.84167,1999-01-01,7.0,jan
Punjab,Ludhiana,Khanna Khanna,30.72083,76.20833,1999-05-01,10.96,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,1999-05-01,8.84,pre
Punjab,Ludhiana,Ludhiana-1 Badowal,30.8625,75.75,1999-05-01,11.21,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,1999-05-01,8.15,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,1999-05-01,6.98,pre
Punjab,Ludhiana,Ludhiana-2 Pratapgarh,30.88889,76.06806,1999-05-01,7.01,pre
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,1999-05-01,13.01,pre
Punjab,Ludhiana,Machhiwara Jodhwal,30.96611,76.20583,1999-05-01,2.93,pre
Punjab,Ludhiana,Pakhowal Gujjarwal,30.74167,75.74167,1999-05-01,0.95,pre
Punjab,Ludhiana,Raikot Kamalpur,30.70833,75.525,1999-05-01,12.77,pre
Punjab,Ludhiana,Pakhowal Mansuran,30.80833,75.75833,1999-05-01,10.29,pre
Punjab,Ludhiana,Pakhowal Raikot,30.65556,75.6,1999-05-01,13.73,pre
Punjab,Ludhiana,Raikot Gobindgarh,30.6,75.5875,1999-05-01,9.77,pre
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,1999-05-01,12.47,pre
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,1999-05-01,9.65,pre
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.94028,75.58889,1999-05-01,4.93,pre
Punjab,Ludhiana,Sidhwan Bet Sidhwan Bet,30.9375,75.4625,1999-05-01,3.25,pre
Punjab,Ludhiana,Jagraon Chowkiman,30.82083,75.60694,1999-05-01,8.5,pre
Punjab,Ludhiana,Pakhowal Kalak,30.71667,75.78472,1999-05-01,9.75,pre
Punjab,Ludhiana,Dehlon Dehlon,30.75417,75.84167,1999-05-01,7.61,pre
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,1999-05-01,7.98,pre
Punjab,Ludhiana,Ludhiana-2 Pratapgarh,30.88889,76.06806,2000-01-01,6.9,jan
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,2000-01-01,12.3,jan
Punjab,Ludhiana,Raikot Kamalpur,30.70833,75.525,2000-01-01,13.4,jan
Punjab,Ludhiana,Raikot Gobindgarh,30.6,75.5875,2000-01-01,10.8,jan
Punjab,Ludhiana,Pakhowal Raikot,30.65556,75.6,2000-01-01,14.8,jan
Punjab,Ludhiana,Pakhowal Mansuran,30.80833,75.75833,2000-01-01,9.2,jan
Punjab,Ludhiana,Pakhowal Kalak,30.71667,75.78472,2000-01-01,10.6,jan
Punjab,Ludhiana,Maloud Sahaora,30.65306,76.00778,2000-01-01,7.8,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2000-01-01,9.4,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2000-01-01,5.5,jan
Punjab,Ludhiana,Machhiwara Jodhwal,30.96611,76.20583,2000-01-01,3.1,jan
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,2000-01-01,10.4,jan
Punjab,Ludhiana,Ludhiana-2 Chaunta,30.95694,76.05833,2000-01-01,3.0,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2000-01-01,7.8,jan
Punjab,Ludhiana,Ludhiana-1 Badowal,30.8625,75.75,2000-01-01,11.7,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2000-01-01,13.1,jan
Punjab,Ludhiana,Jagraon Chowkiman,30.82083,75.60694,2000-01-01,8.8,jan
Punjab,Ludhiana,Machhiwara Machhiwara,30.9125,76.20417,2000-01-01,8.5,jan
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.94028,75.58889,2000-01-01,5.0,jan
Punjab,Ludhiana,Sidhwan Bet Lilan,30.875,75.47917,2000-01-01,7.4,jan
Punjab,Ludhiana,Sidhwan Bet Sidhwan Bet,30.9375,75.4625,2000-01-01,3.3,jan
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2000-01-01,7.3,jan
Punjab,Ludhiana,Dehlon Dehlon,30.75417,75.84167,2000-01-01,5.4,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2000-05-01,13.27,pre
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2000-05-20,10.0,pre
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2000-05-20,8.17,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2000-05-20,8.88,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2000-05-20,2.76,pre
Punjab,Ludhiana,Ludhiana-2 Chaunta,30.95694,76.05833,2000-05-20,3.45,pre
Punjab,Ludhiana,Ludhiana-2 Pratapgarh,30.88889,76.06806,2000-05-20,8.02,pre
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.94028,75.58889,2000-05-20,4.7,pre
Punjab,Ludhiana,Machhiwara Jodhwal,30.96611,76.20583,2000-05-20,3.72,pre
Punjab,Ludhiana,Sidhwan Bet Sidhwan Bet,30.9375,75.4625,2000-05-20,3.99,pre
Punjab,Ludhiana,Maloud Sahaora,30.65306,76.00778,2000-05-20,8.2,pre
Punjab,Ludhiana,Pakhowal Kalak,30.71667,75.78472,2000-05-20,11.1,pre
Punjab,Ludhiana,Pakhowal Raikot,30.65556,75.6,2000-05-20,14.6,pre
Punjab,Ludhiana,Raikot Kamalpur,30.70833,75.525,2000-05-20,14.04,pre
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,2000-05-20,13.92,pre
Punjab,Ludhiana,Machhiwara Machhiwara,30.9125,76.20417,2000-05-20,8.67,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2000-05-20,9.55,pre
Punjab,Ludhiana,Ludhiana-1 Badowal,30.8625,75.75,2000-05-20,12.44,pre
Punjab,Ludhiana,Maloud Sahaora,30.65306,76.00778,2001-01-01,8.5,jan
Punjab,Ludhiana,Pakhowal Raikot,30.65556,75.6,2001-01-01,15.9,jan
Punjab,Ludhiana,Pakhowal Mansuran,30.80833,75.75833,2001-01-01,11.7,jan
Punjab,Ludhiana,Pakhowal Kalak,30.71667,75.78472,2001-01-01,12.1,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2001-01-01,8.7,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2001-01-01,9.0,jan
Punjab,Ludhiana,Machhiwara Machhiwara,30.9125,76.20417,2001-01-01,8.6,jan
Punjab,Ludhiana,Raikot Kamalpur,30.70833,75.525,2001-01-01,14.5,jan
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,2001-01-01,13.3,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2001-01-01,8.8,jan
Punjab,Ludhiana,Ludhiana-1 Badowal,30.8625,75.75,2001-01-01,12.8,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2001-01-01,17.5,jan
Punjab,Ludhiana,Khanna Khanna,30.72083,76.20833,2001-01-01,11.1,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2001-01-01,10.4,jan
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2001-01-01,7.8,jan
Punjab,Ludhiana,Ludhiana-2 Pratapgarh,30.88889,76.06806,2001-01-01,7.5,jan
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,2001-01-01,12.7,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2001-01-01,9.8,jan
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.94028,75.58889,2001-01-01,5.5,jan
Punjab,Ludhiana,Sidhwan Bet Sidhwan Bet,30.9375,75.4625,2001-01-01,3.9,jan
Punjab,Ludhiana,Dehlon Dehlon,30.75417,75.84167,2001-01-01,8.9,jan
Punjab,Ludhiana,Samrala Seh,30.7636111,76.23888889,2001-05-20,10.42,pre
Punjab,Ludhiana,Raikot Kamalpur,30.7083333,75.525,2001-05-20,15.14,pre
Punjab,Ludhiana,Pakhowal Raikot,30.6555556,75.6,2001-05-20,14.77,pre
Punjab,Ludhiana,Pakhowal Mansuran,30.8083333,75.75833333,2001-05-20,9.85,pre
Punjab,Ludhiana,Maloud Sahaora,30.6530556,76.00777778,2001-05-20,9.4,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.8661111,76.23138889,2001-05-20,10.2,pre
Punjab,Ludhiana,Machhiwara Jodhwal,30.9661111,76.20583333,2001-05-20,6.92,pre
Punjab,Ludhiana,Ludhiana-2 Pratapgarh,30.8888889,76.06805556,2001-05-20,6.52,pre
Punjab,Ludhiana,Ludhiana-2 Chaunta,30.9569444,76.05833333,2001-05-20,3.6,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.8666667,76.0,2001-05-20,9.93,pre
Punjab,Ludhiana,Khanna Khanna,30.7208333,76.20833333,2001-05-20,12.87,pre
Punjab,Ludhiana,Doraha Kadon,30.7666667,76.04166667,2001-05-20,8.47,pre
Punjab,Ludhiana,Dehlon Dehlon,30.7541667,75.84166667,2001-05-20,6.85,pre
Punjab,Ludhiana,Machhiwara Machhiwara,30.9125,76.20416667,2001-05-20,7.87,pre
Punjab,Ludhiana,Samrala Utlan,30.8194444,76.19666667,2001-05-20,12.55,pre
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.9402778,75.58888889,2001-05-20,6.4,pre
Punjab,Ludhiana,Ludhiana-2 Chaunta,30.95694,76.05833,2002-01-01,2.9,jan
Punjab,Ludhiana,Khanna Khanna,30.72083,76.20833,2002-01-01,11.9,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2002-01-01,9.0,jan
Punjab,Ludhiana,Ludhiana-2 Pratapgarh,30.88889,76.06806,2002-01-01,7.0,jan
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,2002-01-01,10.8,jan
Punjab,Ludhiana,Machhiwara Machhiwara,30.9125,76.20417,2002-01-01,9.6,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2002-01-01,9.3,jan
Punjab,Ludhiana,Pakhowal Kalak,30.71667,75.78472,2002-01-01,12.7,jan
Punjab,Ludhiana,Pakhowal Mansuran,30.80833,75.75833,2002-01-01,11.7,jan
Punjab,Ludhiana,Raikot Kamalpur,30.70833,75.525,2002-01-01,15.6,jan
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2002-01-01,8.4,jan
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,2002-01-01,13.4,jan
Punjab,Ludhiana,Sidhwan Bet Bhundri,30.94028,75.58889,2002-01-01,7.9,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2002-01-01,14.1,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2002-05-20,18.07,pre
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2002-05-20,9.3,pre
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2002-05-20,8.33,pre
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,2002-05-20,11.7,pre
Punjab,Ludhiana,Machhiwara Machhiwara,30.9125,76.20417,2002-05-20,7.78,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2002-05-20,10.4,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2002-05-20,9.74,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2002-05-20,7.32,pre
Punjab,Ludhiana,Pakhowal Kalak,30.71667,75.78472,2002-05-20,12.7,pre
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2002-05-20,11.0,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2002-05-20,9.88,pre
Punjab,Ludhiana,Ludhiana-2 Chaunta,30.95694,76.05833,2002-05-20,2.75,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2003-01-01,10.9,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2003-01-01,10.2,jan
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,2003-01-01,14.6,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2003-01-01,9.9,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2003-01-01,10.3,jan
Punjab,Ludhiana,Machhiwara Hedon,30.82917,76.26667,2003-01-01,11.9,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2003-01-01,7.5,jan
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2003-01-01,10.2,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2003-01-01,12.0,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2003-01-01,19.9,jan
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,2003-05-20,15.72,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2003-05-20,11.35,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2003-05-20,11.43,pre
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2003-05-20,20.97,pre
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2003-05-20,10.27,pre
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2003-05-20,12.05,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2004-01-01,7.8,jan
Punjab,Ludhiana,Samrala Seh,30.76361,76.23889,2004-01-01,15.0,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2004-01-01,9.9,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2004-01-01,10.8,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2004-01-01,10.9,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2004-01-01,21.0,jan
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2004-01-01,10.8,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2004-01-01,11.8,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2004-05-20,11.85,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2004-05-20,9.22,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2004-05-20,12.06,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2004-05-20,11.5,pre
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2004-05-20,12.9,pre
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2004-05-20,22.09,pre
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2004-05-20,13.0,pre
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2004-05-20,10.42,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2005-01-01,8.1,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2005-01-01,10.8,jan
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2005-01-01,3.8,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2005-01-01,12.2,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2005-01-01,22.9,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2005-01-01,11.5,jan
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2005-01-01,30.2,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2005-01-01,13.5,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2005-01-01,9.4,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2005-01-01,12.5,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2005-05-02,8.02,pre
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2005-05-02,11.66,pre
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2005-05-20,3.89,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2005-05-20,11.47,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2005-05-20,12.58,pre
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2005-05-20,23.79,pre
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2005-05-20,30.25,pre
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2005-05-20,13.58,pre
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2005-05-20,9.88,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2005-05-20,11.58,pre
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2006-01-01,13.8,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2006-01-01,10.6,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2006-01-01,13.0,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2006-01-01,12.8,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2006-01-01,8.2,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2006-01-01,11.5,jan
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2006-01-01,31.5,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2006-01-01,11.5,jan
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2006-01-01,3.6,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2006-05-02,8.64,pre
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2006-05-20,14.18,pre
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2006-05-20,25.48,pre
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2006-05-20,13.18,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2006-05-20,12.42,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2006-05-20,12.32,pre
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2006-05-20,13.43,pre
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2007-01-01,33.0,jan
Punjab,Ludhiana,Samrala Utlan,30.81944,76.19667,2007-01-01,14.5,jan
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2007-01-01,5.0,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2007-01-01,12.8,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2007-01-01,9.4,jan
Punjab,Ludhiana,Ludhiana-1 Kohara,30.86667,76.0,2007-01-01,13.6,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2007-01-01,11.6,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2007-01-01,14.9,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2007-01-01,21.8,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2007-01-01,12.0,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2007-05-02,9.27,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2007-05-20,12.87,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2007-05-20,13.17,pre
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2007-05-20,4.84,pre
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2007-05-20,27.69,pre
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2007-05-20,33.56,pre
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2007-05-20,11.92,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2008-01-01,12.5,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2008-01-01,9.3,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2008-01-01,28.0,jan
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2008-01-01,34.8,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2008-01-01,15.2,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2008-01-01,12.8,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2008-01-01,13.2,jan
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2008-01-01,5.2,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2008-05-20,12.84,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2008-05-20,12.41,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2008-05-20,9.9,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2008-05-20,12.9,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2009-01-01,10.9,jan
Punjab,Ludhiana,Machhiwara Bhahlolpur,30.90417,76.28889,2009-01-01,12.0,jan
Punjab,Ludhiana,Ludhiana-2 Punjeta,30.87278,76.0875,2009-01-01,9.6,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2009-01-01,12.0,jan
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2009-01-01,4.0,jan
Punjab,Ludhiana,Pakhowal Lil,30.72639,75.7,2009-01-01,12.2,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2009-01-01,8.5,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2009-01-01,27.1,jan
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2009-01-01,34.9,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2009-01-01,16.1,jan
Punjab,Ludhiana,Doraha Begowal,30.81667,76.05556,2009-01-01,8.9,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2009-01-01,12.7,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2009-05-20,13.08,pre
Punjab,Ludhiana,Machhiwara Bhahlolpur,30.90417,76.28889,2009-05-20,12.58,pre
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2009-05-20,29.92,pre
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2009-05-20,12.1,pre
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2009-05-20,12.94,pre
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2009-05-20,6.36,pre
Punjab,Ludhiana,Pakhowal Lil,30.72639,75.7,2009-05-20,13.77,pre
Punjab,Ludhiana,Ludhiana City Chattaringh Park,30.9,75.79167,2009-05-20,35.59,pre
Punjab,Ludhiana,Ludhiana-2 Punjeta,30.87278,76.0875,2009-05-20,10.37,pre
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2009-05-20,9.82,pre
Punjab,Ludhiana,Doraha Begowal,30.81667,76.05556,2009-05-20,9.62,pre
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2009-05-20,15.87,pre
Punjab,Ludhiana,Doraha Begowal,30.81667,76.05556,2010-01-01,8.9,jan
Punjab,Ludhiana,Pakhowal Lil,30.72639,75.7,2010-01-01,15.0,jan
Punjab,Ludhiana,Dehlon Gopalpur,30.7375,75.84167,2010-01-01,13.3,jan
Punjab,Ludhiana,Machhiwara Sherian,30.9375,76.24444,2010-01-01,3.8,jan
Punjab,Ludhiana,Machhiwara Samrala,30.88333,76.2,2010-01-01,12.2,jan
Punjab,Ludhiana,Pakhowal Lil,30.72639,75.7,2010-01-01,11.4,jan
Punjab,Ludhiana,Machhiwara Bhahlolpur,30.90417,76.28889,2010-01-01,11.9,jan
Punjab,Ludhiana,Ludhiana-1 Lalan,30.85,76.075,2010-01-01,8.8,jan
Punjab,Ludhiana,Ludhiana City Ludhiana,30.90278,75.81111,2010-01-01,27.5,jan
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2010-01-01,16.6,jan
Punjab,Ludhiana,Machhiwara Mushkabad,30.86611,76.23139,2010-01-01,10.9,jan
Punjab,Ludhiana,Ludhiana-2 Punjeta,30.87278,76.0875,2010-01-01,9.7,jan
Punjab,Ludhiana,Jagraon Kaonke Kalan,30.7625,75.42083,2010-05-20,21.85,pre
Punjab,Ludhiana,Jagraon Jagraon,30.775,75.47083,2010-05-20,19.38,pre
Punjab,Ludhiana,Doraha Kadon,30.76667,76.04167,2010-05-20,11.43,pre
